"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"PHGDH",0.0000000000000734653590637155,2.01913463794572,0.123,0.018,0.00000000187182388358441
"SLC38A4",0.0000000000000793288563554846,1.40018016135013,0.129,0.019,0.00000000202121993108139
"AC010084.1",0.000000000000080185101197881,1.96346228454589,0.193,0.045,0.00000000204303619342081
"FTL",0.0000000000000931597143426058,0.399589293829383,1,0.999,0.00000000237361636173525
"F12",0.0000000000000954173657513429,1.6936380309472,0.205,0.05,0.00000000243113906197847
"FDPS",0.000000000000106646914543829,0.855130074502879,0.673,0.361,0.00000000271725673566222
"NIT2",0.000000000000139164567465062,1.40214832769115,0.234,0.063,0.00000000354577401444232
"STOM",0.000000000000160020381030787,-0.981787428780475,0.807,0.805,0.00000000407715928828341
"RPS27",0.000000000000169155931896309,-0.411811283581956,1,0.998,0.00000000430992398878605
"COBLL1",0.000000000000172039627925616,2.33364714382579,0.105,0.013,0.00000000438339767991677
"PID1",0.000000000000178957680912406,2.40726499734785,0.105,0.013,0.00000000455966275196719
"SLC25A18",0.00000000000017937270086076,2.0850270678786,0.111,0.014,0.00000000457023704523129
"CDKN1A",0.000000000000200239281109195,-1.38328828283324,0.62,0.738,0.00000000510189664338118
"KHK",0.000000000000211420261153009,1.33831381489763,0.216,0.055,0.00000000538677683391751
"DSP",0.000000000000274897743159158,2.02666468200258,0.14,0.025,0.00000000700411959795219
"AKR1C4",0.000000000000297289885184568,1.81117333613861,0.164,0.034,0.00000000757464898461762
"RGS5",0.000000000000304329465834761,2.08290592328935,0.14,0.025,0.00000000775401046000387
"MT-CO1",0.000000000000308892479967153,0.539285988772369,1,0.999,0.00000000787027149708309
"EHHADH",0.000000000000358491956356103,1.47493813351001,0.158,0.031,0.00000000913401655599714
"PCK2",0.000000000000433383633646512,1.62443433580267,0.193,0.046,0.0000000110421816016795
"SOCS3",0.000000000000454589363458805,-0.99073889878087,0.76,0.841,0.0000000115824823915669
"ASL",0.000000000000460563587261813,0.896561640375804,0.357,0.129,0.0000000117346996398437
"AOX1",0.00000000000051182996178355,2.20826248564767,0.105,0.014,0.0000000130409155962831
"MRPS18A",0.000000000000518378630992227,0.902974386110798,0.292,0.093,0.000000013207769139051
"HSD17B8",0.000000000000541296053101026,1.57065464144601,0.24,0.07,0.000000013791682136961
"IGF1",0.000000000000561454861728763,1.94755866736751,0.105,0.014,0.0000000143053084219872
"FAH",0.000000000000580235301506976,1.32200619310652,0.17,0.036,0.0000000147838152470962
"TPD52",0.000000000000783344685566288,1.53726704660102,0.17,0.037,0.0000000199588392435435
"SERPINA1",0.00000000000080282159179176,1.56708230929779,0.947,0.623,0.0000000204550913372623
"HMGCS2",0.000000000000837346781516331,1.44814239582569,0.263,0.082,0.0000000213347586462546
"TPM1",0.000000000000848056454204994,1.27996085094371,0.327,0.119,0.000000021607630396689
"PFDN6",0.000000000000851914392880957,0.860126998991437,0.339,0.122,0.0000000217059268162139
"TUBB",0.000000000000859673871305092,0.626332994158858,0.789,0.442,0.0000000219036305669824
"HLA-A",0.000000000000926365455904431,0.3767637379306,1,0.985,0.000000023602865450989
"C8G",0.000000000000944599118584035,1.12101907299502,0.246,0.071,0.0000000240674409424026
"HSD17B11",0.000000000000994953198233694,0.776662160249486,0.608,0.307,0.0000000253504125377963
"LEAP2",0.00000000000105771228560347,1.23637888356513,0.269,0.084,0.0000000269494513248907
"THAP7",0.00000000000107471417500737,1.25859921827312,0.211,0.055,0.0000000273826424650129
"F5",0.00000000000128843690077972,1.73014768644814,0.129,0.022,0.0000000328280837949666
"ACTA2",0.00000000000130005129334146,1.43232259646765,0.269,0.085,0.0000000331240069030471
"ID1",0.00000000000135592706487486,0.676019938969942,0.912,0.639,0.0000000345476656859465
"MAT1A",0.00000000000137600148519217,1.12500075408752,0.187,0.045,0.0000000350591418412112
"CFHR1",0.00000000000147973699629642,1.40728132369472,0.322,0.115,0.0000000377022189286365
"ADH4",0.00000000000155711232973892,2.07423917975857,0.187,0.046,0.0000000396736650494179
"HIST1H1C",0.00000000000176371459518914,1.22242262357477,0.234,0.067,0.0000000449376841708241
"ETFB",0.0000000000020729357520935,0.763745212883396,0.69,0.405,0.0000000528163300275902
"MRPS11",0.00000000000221829938061148,0.957271945308443,0.363,0.138,0.0000000565200499185999
"SLCO2B1",0.00000000000239821133170913,1.85264477618839,0.164,0.036,0.0000000611040265206168
"IL6ST",0.00000000000269684508375621,-0.982441808080954,0.819,0.825,0.0000000687129158890246
"GADD45GIP1",0.00000000000272044859888611,0.627817040372384,0.743,0.392,0.0000000693143098510192
"CALD1",0.00000000000278145992083557,0.704151831067861,0.591,0.297,0.0000000708688173229695
"C17orf89",0.00000000000296137158629389,0.588712288564507,0.503,0.222,0.000000075452786647182
"RGN",0.00000000000313446856767335,1.30431642216832,0.175,0.041,0.0000000798631246357492
"ALKBH7",0.00000000000316091664606915,0.59715154973584,0.643,0.317,0.0000000805369952251958
"GALK1",0.00000000000347978063524292,1.18777607867914,0.292,0.099,0.0000000886613308053545
"NQO2",0.00000000000399224559055698,1.13733125906915,0.269,0.086,0.000000101718425401801
"MTHFD1",0.00000000000464877067362816,1.4221178427024,0.175,0.042,0.000000118446027993372
"AFM",0.00000000000473215016707582,1.06663091564337,0.152,0.031,0.000000120570454106925
"ZMAT5",0.0000000000050069435877403,1.22187356256893,0.187,0.046,0.000000127571915672035
"NTHL1",0.00000000000507310762272749,1.01726011084629,0.322,0.116,0.000000129257709119474
"TMEM161A",0.00000000000531493972465544,1.25053553351569,0.187,0.046,0.000000135419349244496
"GPRC5C",0.00000000000537634443882096,1.10708415825602,0.275,0.09,0.000000136983879956719
"RPL8",0.00000000000644409218617733,0.376242501971313,1,0.958,0.000000164189024811612
"THY1",0.00000000000712359952671063,2.80592613550919,0.129,0.024,0.00000018150219234106
"GPT2",0.00000000000783646143250115,1.67351207352837,0.129,0.023,0.000000199665200838697
"DHRS3",0.00000000000849543314927527,0.768879919899183,0.404,0.167,0.000000216455141210385
"MRPL54",0.00000000000869241027124556,0.707565453625886,0.596,0.296,0.000000221473921301066
"TKFC",0.00000000000870627555463481,1.46082524357491,0.117,0.019,0.00000022182719485654
"UXS1",0.00000000000962642543542664,1.41543230638372,0.216,0.062,0.000000245271693669235
"HSD17B10",0.0000000000103111810437818,0.875114969020128,0.474,0.216,0.000000262718581814518
"NEAT1",0.0000000000108194010057532,-0.686328105519385,1,0.945,0.000000275667518225587
"FGGY",0.0000000000108556000155018,1.79684022247932,0.17,0.041,0.000000276589832794971
"ACADSB",0.0000000000115084765668871,1.66210875506579,0.164,0.038,0.000000293224474447716
"PLG",0.0000000000133749827471223,1.12627241336687,0.257,0.083,0.000000340781185413929
"ST3GAL6",0.0000000000148994306962981,1.02188049749774,0.327,0.122,0.000000379622594710979
"HPN",0.000000000014909466454445,1.2931524565484,0.152,0.033,0.000000379878295792805
"HMGCS1",0.0000000000163312893395906,1.07960208239993,0.275,0.092,0.000000416104921083429
"TMEM14A",0.0000000000167944479714615,1.194566313321,0.287,0.102,0.000000427905739864868
"SCP2",0.0000000000168722066384487,0.64275916641843,0.749,0.433,0.000000429886952941035
"LITAF",0.000000000018276754246712,-1.43025130366463,0.567,0.674,0.000000465673421451974
"SLC38A3",0.0000000000192062196479369,1.63436469249928,0.105,0.016,0.000000489355270409785
"AMDHD1",0.0000000000201565017854009,1.27212790066471,0.17,0.04,0.000000513567508990228
"ACAA1",0.000000000020425268095378,0.973284997395159,0.404,0.177,0.000000520415405802137
"ALDH7A1",0.0000000000220485285011458,1.19216462022331,0.205,0.057,0.000000561774457680695
"KRCC1",0.0000000000230008236297698,0.794482096425189,0.363,0.143,0.000000586037985262903
"APCS",0.0000000000231695869879976,1.0063638093025,0.234,0.071,0.000000590337906867191
"SURF1",0.0000000000273005953646302,0.778175374062599,0.363,0.143,0.000000695591869295412
"GBP7",0.0000000000274219851656019,2.28070067694987,0.111,0.018,0.000000698684760034372
"ALDH1A1",0.0000000000356416609288315,0.824194379699705,0.614,0.337,0.000000908113878805699
"ADAMTS4",0.0000000000365220003221773,-1.73241119074853,0.351,0.554,0.000000930544046208756
"QDPR",0.0000000000379053430227195,0.852912573324797,0.257,0.084,0.00000096579023487587
"PMM1",0.0000000000394633768529312,1.39098588243869,0.135,0.027,0.00000100548737883583
"ABHD14B",0.0000000000396253016941473,0.961962479824623,0.327,0.126,0.00000100961306186518
"AKR1A1",0.0000000000405999830397518,0.773501317743582,0.544,0.272,0.00000103444696786984
"TUBB2A",0.0000000000436833459645267,1.03714149822453,0.211,0.061,0.00000111300797183018
"HNMT",0.0000000000469292800870858,0.90323718779228,0.281,0.097,0.00000119571112733886
"A1CF",0.0000000000506510054585445,2.03613403500041,0.105,0.017,0.00000129053696807826
"AK4",0.0000000000543626422180041,1.78435075097883,0.105,0.017,0.00000138510576107253
"UGT2B7",0.0000000000557899870950868,1.14002084160562,0.135,0.027,0.00000142147308119572
"RPL41",0.0000000000634069171465892,-0.390889770633836,1,0.999,0.00000161554484197795
"KANSL1-AS1",0.0000000000640450921368172,1.89879788295485,0.111,0.019,0.00000163180490255397
"CCL2",0.0000000000658317642783957,-2.89406560319283,0.164,0.399,0.00000167732752204924
"ID3",0.0000000000674925858890135,0.505869694242045,0.906,0.649,0.00000171964359586618
"TSTD1",0.0000000000746658627977131,1.27100828589116,0.193,0.054,0.00000190241151822293
"AGPAT2",0.0000000000750844882741239,1.22100762213499,0.228,0.072,0.0000019130776767364
"PON3",0.0000000000861414037359461,2.07570691515658,0.123,0.024,0.00000219479682578817
"DHCR7",0.0000000000991380172154542,1.36150986483583,0.164,0.041,0.00000252593754063256
"MEA1",0.000000000100130770264062,0.990389957723116,0.386,0.168,0.00000255123189555803
"SEC61B",0.000000000117910210936648,0.568063963612855,0.848,0.554,0.00000300423426445485
"ALAS1",0.000000000123693917029697,0.9227299138722,0.193,0.054,0.00000315159731199964
"SELENBP1",0.000000000124194410871946,1.25679676774093,0.228,0.073,0.00000316434939460632
"DHRS7B",0.000000000125872413410445,1.06147512409469,0.281,0.103,0.00000320710322128472
"CYP4A11",0.000000000147802899668932,0.899961419669455,0.146,0.033,0.00000376587008066472
"HSD17B4",0.000000000152412507356629,1.06773910629299,0.263,0.092,0.00000388331827493956
"NRBP2",0.000000000165414692084573,1.26703659827491,0.152,0.036,0.00000421460093962282
"FOSL2",0.000000000167693296442523,-1.54550912969065,0.368,0.55,0.00000427265750005905
"ANAPC11",0.000000000195877028781079,0.588234553042063,0.784,0.498,0.00000499075081631311
"TIMMDC1",0.000000000212693840437396,0.719687312978966,0.374,0.156,0.00000541922636050441
"KRT18",0.000000000213462695666594,1.64039193013995,0.269,0.099,0.00000543881602288916
"TRUB2",0.000000000237599222222365,1.27699856559942,0.152,0.037,0.00000605379058300364
"ACADS",0.000000000255514287501539,0.966031464704387,0.251,0.087,0.00000651024853125172
"SIK1",0.000000000259087275217668,-3.01623401748718,0.099,0.317,0.00000660128468527097
"NAMPT",0.000000000282332246456689,-1.07049431207573,0.749,0.749,0.00000719354330746998
"YIF1A",0.000000000290816989052444,0.698616187703795,0.404,0.176,0.00000740972606406723
"CPB2",0.000000000321469823101621,1.39084867456134,0.193,0.057,0.0000081907296228062
"FBXW5",0.000000000331187602782399,0.679944050499113,0.386,0.164,0.00000843832893129275
"MDH2",0.000000000340134794110443,0.695236285033355,0.526,0.268,0.00000866629441913997
"MAOA",0.000000000341580406013463,1.43600899107881,0.158,0.04,0.00000870312716481703
"GUK1",0.00000000036713098090771,0.469629497086368,0.942,0.678,0.00000935413026254754
"GCSH",0.000000000375344460377273,0.982721134623427,0.287,0.107,0.00000956340150595254
"NME1",0.000000000378885808499017,0.840069167055255,0.374,0.161,0.00000965363151474647
"MRPL23",0.00000000037928039426928,0.726321950736059,0.433,0.2,0.00000966368516558699
"MRPL27",0.000000000383066911199171,0.557299419897561,0.503,0.236,0.00000976016183044368
"MTHFS",0.000000000427500214765478,1.12945944273136,0.211,0.066,0.0000108922779720096
"MRPL51",0.000000000452510384050116,0.566788352128322,0.725,0.417,0.0000115295120752129
"NDUFS3",0.000000000452775588751086,0.683660909437064,0.474,0.225,0.0000115362692257889
"TRAPPC6A",0.000000000469094323797159,0.805250441903084,0.392,0.173,0.0000119520542760278
"C12orf10",0.000000000473503012021668,0.772968263469376,0.31,0.12,0.0000120643832433001
"HLA-DRB5",0.000000000494639792535917,0.63344126309584,0.69,0.393,0.0000126029272740226
"RNF14",0.000000000504418868008504,1.25212747983901,0.216,0.07,0.0000128520883379887
"PSMD4",0.00000000051185977534885,0.613044615191706,0.532,0.267,0.0000130416752161134
"SLC9A3R1",0.000000000542235651136914,1.17801710769218,0.193,0.058,0.0000138156221553174
"SMUG1",0.00000000054309215312613,1.43175808762196,0.152,0.038,0.0000138374449695007
"ACOT13",0.00000000055846681157669,1.12322026443947,0.251,0.09,0.0000142291758921625
"SAYSD1",0.000000000625701727464282,1.37099276078723,0.123,0.026,0.0000159422543140624
"CFB",0.00000000062572336325533,1.427089556535,0.263,0.098,0.0000159428055723825
"PRKCDBP",0.000000000626571532865823,0.971572035100038,0.216,0.07,0.0000159644160858883
"GSN",0.000000000692872027335585,1.05541059944121,0.585,0.337,0.0000176536863844834
"ECI1",0.000000000758927764322589,1.04484180635862,0.246,0.087,0.0000193367205071752
"DBI",0.000000000794609487112931,0.897781270923096,0.784,0.506,0.0000202458551221504
"ACSL1",0.000000000851551608095817,1.35186609536136,0.228,0.079,0.0000216966834226733
"RPL30",0.000000000928838361101514,0.334639737142522,1,0.938,0.0000236658726025055
"RNF5",0.00000000106265327932065,0.561493285046976,0.415,0.188,0.000027075342903811
"MLEC",0.00000000106783836060514,0.719290527302109,0.333,0.136,0.0000272074535898584
"PYM1",0.00000000108140891188429,1.04992720829424,0.211,0.067,0.0000275532176658998
"RASSF4",0.00000000109163491367294,1.40707342940717,0.135,0.031,0.0000278137659654729
"CPS1",0.00000000114255074599285,1.83053883313357,0.187,0.058,0.0000291110504571518
"RAB4A",0.00000000114532787857712,0.599818503035276,0.386,0.17,0.0000291818090182665
"VPS25",0.00000000118082107518762,0.768813195047822,0.287,0.111,0.0000300861401747053
"FAM213A",0.00000000124114116574263,0.675471811731672,0.673,0.398,0.0000316230357619566
"CDK5RAP3",0.00000000124493545537369,0.963488595285336,0.281,0.107,0.0000317197104674663
